transaction_id,customer_id,merchant_id,timestamp,amount,currency,payment_method,transaction_type,merchant_category,device_type,operating_system,browser,IP_country,geo_latitude,geo_longitude,distance_from_home,login_duration,transaction_hour,day_of_week,weekend,international,failed_login_attempts,previous_transactions_24h,average_spending_30d,spending_change,merchant_risk,customer_risk,fraud_probability,is_fraud
T00007449,C000331,M00003,2025-12-25 07:13:00,4459.78,INR,Credit Card,Purchase,Healthcare,Desktop,Windows,Firefox,USA,27.801198,-122.263264,265.18,467,7,Thursday,No,Yes,3,28,2686.09,113.25,0.6,Medium,0.39,0
T00007450,C000450,M00059,2026-01-08 09:31:00,61429.44,INR,Debit Card,Refund,Electronics,Desktop,macOS,Safari,UK,-19.05669,-22.754889,474.93,386,9,Thursday,No,No,0,22,8229.85,6.62,0.21,High,0.03,0
T00007451,C000960,M00032,2026-01-04 19:45:00,95425.1,INR,Wallet,Refund,Electronics,POS,Android,Chrome,Germany,44.996211,-121.51154,420.85,311,19,Sunday,Yes,Yes,1,10,42576.98,-10.57,0.04,Low,0.04,0
T00007452,C000925,M00112,2025-05-06 20:18:00,30853.71,INR,UPI,Purchase,Entertainment,Mobile,Windows,Edge,Germany,32.315565,161.097927,312.41,460,20,Tuesday,No,No,3,19,20662.32,146.91,0.81,Medium,0.05,0
T00007453,C000163,M00118,2025-11-06 03:23:00,62259.13,INR,Credit Card,Transfer,Healthcare,POS,Windows,Safari,India,16.170377,159.450844,159.95,566,3,Thursday,No,No,1,0,32126.4,131.01,0.83,Medium,0.17,0
T00007454,C000963,M00062,2025-04-24 20:21:00,62524.65,INR,Wallet,Purchase,Travel,POS,macOS,Edge,UK,-43.73857,124.054738,182.47,343,20,Thursday,No,No,2,15,23407.41,4.33,0.88,Medium,0.32,0
T00007455,C000848,M00132,2025-11-04 08:31:00,53072.41,INR,Debit Card,Purchase,Travel,POS,Android,Chrome,India,59.329177,124.030186,412.05,171,8,Tuesday,No,No,5,1,12708.74,91.86,0.08,High,0.15,0
T00007456,C000295,M00167,2026-02-13 22:26:00,57315.32,INR,Debit Card,Transfer,Retail,Desktop,iOS,Safari,Canada,-66.291214,139.50263,84.7,266,22,Friday,No,Yes,4,23,33007.24,23.88,0.48,Medium,0.29,0
T00007457,C000681,M00004,2025-10-23 02:04:00,49629.85,INR,Debit Card,Purchase,Entertainment,Desktop,iOS,Safari,India,19.081611,164.996288,412.35,28,2,Thursday,No,Yes,1,9,34928.97,77.54,0.94,High,0.34,0
T00007458,C000459,M00052,2025-10-21 16:46:00,10738.96,INR,Debit Card,Transfer,Food,Desktop,iOS,Safari,Germany,-34.813809,-39.340435,368.43,172,16,Tuesday,No,No,2,25,31416.48,-61.69,0.1,Low,0.03,0
T00007459,C000490,M00190,2025-05-24 16:26:00,3443.06,INR,Wallet,Refund,Retail,Desktop,iOS,Firefox,India,-27.643826,130.61637,119.54,142,16,Saturday,Yes,No,3,26,22512.96,-59.68,0.86,High,0.38,0
T00007460,C000430,M00164,2025-10-27 02:05:00,80875.75,INR,Wallet,Transfer,Food,Mobile,Windows,Firefox,Canada,-1.696055,-107.926097,384.31,297,2,Monday,No,No,3,1,35927.04,119.14,0.58,Medium,0.13,0
T00007461,C000625,M00182,2026-04-20 10:01:00,13713.76,INR,Wallet,Purchase,Food,Mobile,iOS,Safari,UK,-23.683468,-52.640615,406.3,398,10,Monday,No,Yes,5,16,19370.71,33.5,0.35,Low,0.09,0
T00007462,C000558,M00153,2025-11-25 10:38:00,88452.36,INR,Debit Card,Refund,Healthcare,Desktop,Android,Firefox,India,-12.159719,63.169796,455.65,34,10,Tuesday,No,No,4,21,8331.18,-3.73,0.48,Low,0.04,0
T00007463,C000224,M00070,2026-04-12 17:36:00,91086.3,INR,Wallet,Refund,Entertainment,POS,Android,Edge,Germany,-71.30191,-42.65738,116.94,64,17,Sunday,Yes,No,3,16,47242.54,-71.54,0.94,Medium,0.31,0
T00007464,C000522,M00041,2026-03-10 21:39:00,78264.22,INR,Credit Card,Transfer,Travel,POS,Android,Edge,Canada,30.371139,-25.901331,269.88,106,21,Tuesday,No,No,0,16,37233.44,128.32,0.41,Medium,0.32,0
T00007465,C000751,M00025,2025-11-13 00:40:00,27799.57,INR,Wallet,Purchase,Food,Mobile,macOS,Edge,UK,-57.327385,-171.255832,232.7,134,0,Thursday,No,Yes,1,23,24139.42,99.5,0.1,High,0.16,0
T00007466,C000921,M00167,2026-02-17 12:52:00,48139.4,INR,Wallet,Purchase,Electronics,Desktop,Android,Safari,UK,-50.823665,-136.664972,162.9,500,12,Tuesday,No,Yes,0,14,46891.19,-44.81,0.95,Low,0.01,0
T00007467,C000431,M00053,2025-07-03 06:50:00,77143.34,INR,Debit Card,Transfer,Healthcare,POS,Windows,Safari,USA,24.688691,-93.659016,348.48,77,6,Thursday,No,No,3,9,1742.22,146.07,0.48,Medium,0.31,0
T00007468,C000303,M00037,2026-01-06 16:41:00,47641.52,INR,Wallet,Purchase,Grocery,Mobile,Android,Chrome,India,50.96813,90.719223,352.43,42,16,Tuesday,No,Yes,1,3,18958.92,-73.52,0.28,Medium,0.17,0
T00007469,C000383,M00035,2025-03-02 07:24:00,38344.51,INR,Wallet,Transfer,Grocery,Desktop,Windows,Safari,Germany,77.495939,142.039922,465.92,101,7,Sunday,Yes,No,5,10,8712.66,100.88,0.17,Low,0.04,0
T00007470,C000517,M00178,2025-11-11 18:42:00,61514.52,INR,UPI,Transfer,Healthcare,POS,Windows,Firefox,Canada,57.377494,-109.298348,231.15,357,18,Tuesday,No,No,1,19,5538.99,98.01,0.9,Low,0.37,0
T00007471,C000060,M00167,2025-08-29 16:21:00,69223.8,INR,Credit Card,Purchase,Food,Desktop,iOS,Safari,India,84.188098,42.154104,121.68,177,16,Friday,No,Yes,5,15,15113.96,49.21,0.3,High,0.22,0
T00007472,C000912,M00009,2025-12-07 12:46:00,96374.5,INR,Debit Card,Purchase,Food,Mobile,Windows,Chrome,India,19.583888,-170.780312,367.07,431,12,Sunday,Yes,Yes,0,26,2272.18,35.43,0.78,Low,0.0,0
T00007473,C000033,M00152,2026-01-13 00:52:00,69986.2,INR,Credit Card,Purchase,Healthcare,Desktop,Windows,Safari,Canada,15.520223,65.707876,80.7,31,0,Tuesday,No,Yes,2,19,20023.2,-48.35,0.88,High,0.04,0
T00007474,C000122,M00199,2025-01-02 17:40:00,26198.48,INR,Wallet,Refund,Travel,POS,iOS,Edge,India,64.715877,-14.262607,329.5,446,17,Thursday,No,Yes,2,21,45176.2,12.09,0.95,Medium,0.22,0
T00007475,C000858,M00190,2026-03-21 10:41:00,17306.2,INR,UPI,Purchase,Electronics,Desktop,Windows,Safari,Germany,-79.966542,-93.14054,220.15,553,10,Saturday,Yes,No,2,17,41993.79,23.34,0.07,High,0.37,0
T00007476,C000824,M00154,2025-06-15 15:50:00,93108.61,INR,Debit Card,Transfer,Entertainment,Mobile,iOS,Edge,India,-20.287025,177.878587,488.44,394,15,Sunday,Yes,Yes,4,10,27230.74,77.84,0.76,Low,0.14,0
T00007477,C000079,M00099,2025-07-09 17:48:00,94923.87,INR,Debit Card,Purchase,Grocery,Desktop,Android,Edge,Canada,43.791699,101.896653,435.54,188,17,Wednesday,No,No,0,10,5641.39,86.04,0.73,Low,0.02,0
T00007478,C000957,M00193,2025-10-18 11:41:00,61666.62,INR,Debit Card,Purchase,Entertainment,POS,iOS,Firefox,USA,54.744034,-175.919514,369.96,113,11,Saturday,Yes,No,3,25,24330.68,32.05,0.99,Medium,0.33,0
T00007479,C000510,M00168,2025-10-07 12:17:00,90352.28,INR,Debit Card,Transfer,Retail,Desktop,Android,Chrome,Canada,61.774554,-101.895832,16.56,172,12,Tuesday,No,Yes,2,21,47327.96,75.9,0.37,Medium,0.2,0
T00007480,C000291,M00180,2025-10-14 01:51:00,25368.8,INR,UPI,Transfer,Electronics,Desktop,Android,Safari,UK,-26.376098,-112.575847,225.7,465,1,Tuesday,No,No,3,14,11278.84,26.47,0.02,Low,0.4,0
T00007481,C000310,M00066,2025-07-09 07:09:00,64016.05,INR,UPI,Transfer,Food,Mobile,macOS,Edge,UK,-80.592002,123.387549,427.43,161,7,Wednesday,No,No,0,13,23604.87,105.75,0.42,Medium,0.24,0
T00007482,C000782,M00160,2026-01-08 12:42:00,82183.99,INR,Debit Card,Transfer,Grocery,POS,macOS,Chrome,India,30.935732,179.791529,56.65,519,12,Thursday,No,No,1,6,36530.55,-58.5,0.25,High,0.25,0
T00007483,C000836,M00074,2025-12-01 22:56:00,72285.88,INR,UPI,Transfer,Retail,POS,Windows,Edge,Germany,-44.267788,-139.534947,381.14,159,22,Monday,No,No,5,15,23463.37,-70.34,0.15,Low,0.1,0
T00007484,C000366,M00161,2025-10-23 22:25:00,31672.74,INR,Wallet,Purchase,Travel,Mobile,iOS,Firefox,UK,-2.052328,63.899217,44.23,194,22,Thursday,No,Yes,3,20,8173.63,88.98,0.17,Medium,0.06,0
T00007485,C000251,M00140,2025-02-15 03:17:00,4438.88,INR,Credit Card,Refund,Travel,Desktop,macOS,Chrome,Germany,69.754196,178.346213,122.4,103,3,Saturday,Yes,No,0,12,48498.95,-70.71,0.84,Medium,0.15,0
T00007486,C000540,M00171,2025-08-08 02:45:00,76482.72,INR,Debit Card,Transfer,Travel,Desktop,Android,Firefox,USA,81.046541,-39.863347,297.4,338,2,Friday,No,Yes,1,6,34403.92,-68.25,0.88,High,0.15,0
T00007487,C000728,M00017,2025-08-06 23:33:00,91009.35,INR,UPI,Transfer,Food,Mobile,iOS,Safari,Canada,-55.167692,0.323417,307.68,377,23,Wednesday,No,Yes,3,18,49668.25,138.31,0.27,Low,0.16,0
T00007488,C000826,M00055,2026-01-09 04:12:00,14572.31,INR,UPI,Transfer,Retail,POS,macOS,Firefox,Canada,-20.550316,35.001862,97.92,51,4,Friday,No,No,3,26,18261.43,-59.16,0.69,Medium,0.2,0
T00007489,C000355,M00097,2025-09-10 08:09:00,52906.08,INR,UPI,Purchase,Entertainment,Mobile,macOS,Edge,Canada,-74.585839,142.993824,440.12,495,8,Wednesday,No,Yes,0,8,21093.59,54.96,0.05,High,0.25,0
T00007490,C000707,M00003,2025-02-26 11:33:00,10796.26,INR,Wallet,Transfer,Food,Mobile,Windows,Edge,UK,-62.806089,-37.017794,351.55,216,11,Wednesday,No,Yes,4,0,17542.58,0.43,0.49,Low,0.22,0
T00007491,C000826,M00147,2025-11-07 20:01:00,14256.5,INR,Wallet,Refund,Electronics,Mobile,iOS,Chrome,Canada,-36.534693,4.231341,269.47,508,20,Friday,No,No,4,25,15832.98,137.13,0.21,Low,0.65,1
T00007492,C000605,M00104,2025-10-22 22:39:00,88968.7,INR,Credit Card,Purchase,Grocery,Desktop,Windows,Firefox,Canada,-48.882885,85.726581,73.37,42,22,Wednesday,No,No,1,2,47868.96,143.85,0.29,Medium,0.4,0
T00007493,C000403,M00036,2025-04-11 14:04:00,39038.3,INR,Debit Card,Transfer,Entertainment,POS,iOS,Edge,USA,-48.957869,151.1177,241.32,292,14,Friday,No,Yes,3,28,48562.8,-10.74,0.18,Medium,0.36,0
T00007494,C000786,M00069,2026-04-18 05:08:00,13257.94,INR,Credit Card,Purchase,Healthcare,Mobile,Android,Chrome,Canada,-79.893632,75.58113,486.27,266,5,Saturday,Yes,Yes,4,25,17247.41,77.09,0.16,Low,0.89,1
T00007495,C000362,M00170,2025-09-12 19:03:00,18103.12,INR,UPI,Refund,Travel,Mobile,Windows,Safari,India,73.408575,-121.351149,168.61,434,19,Friday,No,No,4,30,45704.33,74.21,0.18,High,0.26,0
T00007496,C000606,M00046,2026-05-01 12:43:00,60406.58,INR,Wallet,Purchase,Grocery,POS,Android,Firefox,UK,-70.135161,-32.613768,169.86,152,12,Friday,No,No,0,9,16221.82,-24.41,0.57,Low,0.06,0
T00007497,C000338,M00038,2025-08-13 04:23:00,62521.21,INR,Credit Card,Purchase,Travel,POS,Windows,Edge,India,44.744547,41.095776,133.38,118,4,Wednesday,No,Yes,1,21,42198.78,86.6,0.49,Medium,0.2,0
T00007498,C000751,M00176,2025-07-05 19:10:00,39646.66,INR,Credit Card,Transfer,Electronics,Desktop,iOS,Safari,UK,-47.76761,145.83649,138.79,163,19,Saturday,Yes,Yes,4,3,43298.8,-56.1,0.74,High,0.36,0
T00007499,C000175,M00058,2026-04-24 13:41:00,64034.78,INR,Credit Card,Transfer,Entertainment,Desktop,macOS,Safari,Germany,44.393198,-2.7199,421.44,257,13,Friday,No,No,2,18,9245.8,35.0,0.1,High,0.2,0
T00007500,C000434,M00135,2025-08-29 15:30:00,28671.43,INR,Wallet,Refund,Entertainment,Desktop,Windows,Safari,USA,-55.190022,66.256631,490.12,192,15,Friday,No,No,3,17,20127.53,-58.76,0.69,Low,0.38,0
T00007501,C000464,M00175,2025-03-13 23:12:00,46831.04,INR,Wallet,Refund,Travel,POS,Android,Firefox,Germany,32.521287,80.713939,403.01,224,23,Thursday,No,No,0,1,10582.75,71.62,0.31,High,0.27,0
T00007502,C000039,M00174,2025-02-16 15:20:00,84455.37,INR,Wallet,Purchase,Food,Desktop,macOS,Firefox,USA,-42.786671,-1.484817,237.87,47,15,Sunday,Yes,No,2,25,2041.01,128.49,0.43,Medium,0.29,0
T00007503,C000691,M00134,2025-02-25 14:03:00,16784.55,INR,Wallet,Purchase,Entertainment,POS,macOS,Firefox,Canada,-72.881372,-155.250264,291.44,557,14,Tuesday,No,No,0,19,13346.68,124.51,0.6,Low,0.08,0
T00007504,C000758,M00164,2025-10-25 22:24:00,54284.18,INR,UPI,Transfer,Food,Desktop,Android,Edge,USA,42.887983,-104.343508,308.98,292,22,Saturday,Yes,Yes,0,2,13266.43,48.63,0.28,Low,0.1,0
T00007505,C000908,M00198,2025-04-17 07:32:00,19551.48,INR,Debit Card,Transfer,Travel,Desktop,Windows,Edge,USA,-3.40104,160.278162,107.22,97,7,Thursday,No,Yes,4,22,913.2,-1.16,0.27,Medium,0.03,0
T00007506,C000993,M00045,2026-01-05 08:20:00,39184.93,INR,Credit Card,Purchase,Food,Mobile,Android,Chrome,USA,86.332475,45.819556,334.15,574,8,Monday,No,No,1,14,19656.48,59.1,0.71,High,0.31,0
T00007507,C000819,M00165,2025-11-11 02:50:00,57786.02,INR,UPI,Purchase,Entertainment,Mobile,Android,Edge,UK,-81.387766,-89.324119,216.83,97,2,Tuesday,No,Yes,1,27,15196.11,71.19,0.4,Low,0.02,0
T00007508,C000804,M00062,2025-10-23 21:45:00,16193.29,INR,UPI,Refund,Healthcare,Desktop,iOS,Chrome,Canada,-86.400481,-79.348859,150.78,288,21,Thursday,No,No,2,1,48619.6,-14.59,1.0,Medium,0.31,0
T00007509,C000743,M00160,2025-06-22 03:14:00,92908.22,INR,Debit Card,Transfer,Electronics,Mobile,Windows,Safari,Canada,81.505795,51.713274,143.97,361,3,Sunday,Yes,Yes,5,0,43052.06,-54.16,0.46,Medium,0.17,0
T00007510,C000690,M00172,2025-09-14 22:45:00,57367.34,INR,Debit Card,Purchase,Retail,Mobile,Android,Chrome,India,-61.527907,166.447359,420.94,472,22,Sunday,Yes,No,1,22,33661.18,15.26,0.89,Medium,0.22,0
T00007511,C000627,M00147,2025-08-07 14:17:00,70130.43,INR,UPI,Transfer,Grocery,POS,Android,Chrome,Germany,-68.880856,-53.351077,436.25,337,14,Thursday,No,No,4,6,2570.3,24.99,0.12,Medium,0.22,0
T00007512,C000570,M00166,2025-10-04 14:43:00,98059.93,INR,Wallet,Refund,Grocery,Mobile,iOS,Firefox,Canada,-60.492849,-77.739379,310.87,531,14,Saturday,Yes,No,5,23,38155.32,64.6,0.74,Low,0.05,0
T00007513,C000949,M00183,2026-01-16 10:20:00,66542.35,INR,Wallet,Purchase,Food,Mobile,iOS,Edge,India,-57.982351,-76.398122,424.26,258,10,Friday,No,No,2,11,26008.39,-13.17,0.71,Low,0.38,0
T00007514,C000528,M00103,2025-10-07 11:08:00,27688.05,INR,Credit Card,Purchase,Electronics,POS,macOS,Firefox,Canada,-17.361558,-68.238005,313.79,427,11,Tuesday,No,Yes,1,27,27725.43,-64.75,0.34,High,0.09,0
T00007515,C000288,M00003,2025-02-15 07:13:00,30577.41,INR,Debit Card,Transfer,Retail,Mobile,Windows,Firefox,UK,-58.15911,-151.551463,434.08,16,7,Saturday,Yes,No,0,3,35777.06,89.99,0.76,Low,0.33,0
T00007516,C000326,M00081,2026-02-26 16:26:00,4775.72,INR,Credit Card,Refund,Food,Desktop,iOS,Safari,Canada,-9.742392,35.33259,12.94,253,16,Thursday,No,Yes,5,28,12045.37,40.23,0.64,Low,0.2,0
T00007517,C000784,M00066,2026-04-13 15:51:00,74380.81,INR,UPI,Transfer,Travel,Desktop,Windows,Firefox,India,-12.134565,56.018975,330.65,385,15,Monday,No,No,1,0,7090.09,-69.63,0.56,Medium,0.15,0
T00007518,C000205,M00004,2025-01-07 17:39:00,99536.23,INR,Debit Card,Transfer,Entertainment,Mobile,Windows,Edge,Canada,34.999127,-157.562053,414.75,560,17,Tuesday,No,No,4,0,10116.71,-69.36,0.89,Low,0.13,0
T00007519,C000983,M00122,2025-12-18 10:25:00,34269.73,INR,Debit Card,Refund,Travel,Desktop,Windows,Edge,Germany,-41.28316,22.074865,290.49,258,10,Thursday,No,No,1,10,23541.4,-51.71,0.31,Low,0.26,0
T00007520,C000119,M00200,2025-06-20 06:47:00,71874.98,INR,Credit Card,Refund,Travel,Desktop,iOS,Safari,Canada,-72.70928,-83.74215,404.78,126,6,Friday,No,Yes,4,27,41318.13,0.78,0.13,Low,0.0,0
T00007521,C000751,M00197,2025-03-02 02:12:00,83214.01,INR,Credit Card,Refund,Travel,POS,Android,Firefox,India,79.323178,146.178335,280.65,484,2,Sunday,Yes,Yes,5,3,547.35,-28.83,0.3,Medium,0.32,0
T00007522,C000961,M00092,2025-01-23 04:37:00,9732.75,INR,Debit Card,Refund,Electronics,POS,macOS,Edge,UK,-33.262503,-127.829951,12.13,433,4,Thursday,No,Yes,2,17,15202.28,-23.35,0.33,Low,0.21,0
T00007523,C000817,M00158,2025-09-28 13:06:00,91509.85,INR,Credit Card,Purchase,Travel,Desktop,Android,Safari,India,-31.732271,-141.504866,246.97,451,13,Sunday,Yes,No,2,22,12720.63,57.65,0.91,Low,0.29,0
T00007524,C000371,M00135,2025-06-30 06:16:00,54341.04,INR,Credit Card,Purchase,Grocery,Mobile,iOS,Chrome,Canada,-31.872105,50.797042,298.15,13,6,Monday,No,No,1,10,44976.03,14.88,0.08,High,0.21,0
T00007525,C000939,M00012,2025-03-11 15:48:00,26390.12,INR,UPI,Purchase,Food,POS,iOS,Safari,UK,-33.820817,173.869274,66.18,283,15,Tuesday,No,No,1,7,44662.69,24.76,0.86,Low,0.39,0
T00007526,C000290,M00010,2026-03-04 13:19:00,78227.82,INR,UPI,Purchase,Food,POS,Windows,Safari,Canada,11.782399,-30.485143,105.24,424,13,Wednesday,No,No,4,20,34780.35,135.4,0.2,Low,0.0,0
T00007527,C000405,M00002,2025-08-14 06:49:00,62553.92,INR,Credit Card,Refund,Travel,Desktop,macOS,Chrome,UK,38.415881,126.645762,248.86,200,6,Thursday,No,Yes,1,28,40193.2,72.52,0.79,High,0.25,0
T00007528,C000445,M00093,2025-07-21 01:37:00,1690.81,INR,Credit Card,Purchase,Food,Desktop,macOS,Edge,Germany,-22.812845,73.266926,128.83,158,1,Monday,No,Yes,1,30,25743.21,39.77,0.17,Medium,0.34,0
T00007529,C000370,M00114,2025-06-28 04:37:00,95414.21,INR,Credit Card,Refund,Grocery,Mobile,macOS,Edge,Canada,74.687854,-29.373376,267.47,494,4,Saturday,Yes,No,2,12,36188.18,107.59,0.91,Low,0.19,0
T00007530,C000439,M00095,2025-09-28 08:52:00,46644.69,INR,UPI,Refund,Entertainment,Mobile,macOS,Safari,USA,1.423466,-179.262681,123.35,97,8,Sunday,Yes,No,1,21,18799.86,147.63,0.33,Medium,0.22,0
T00007531,C000167,M00008,2025-02-01 13:32:00,95156.2,INR,Wallet,Transfer,Travel,POS,iOS,Firefox,UK,5.193007,-21.26353,321.17,12,13,Saturday,Yes,No,1,4,2887.37,-69.0,0.6,Medium,0.12,0
T00007532,C000577,M00085,2026-04-02 19:38:00,42613.73,INR,Debit Card,Transfer,Food,POS,Android,Safari,India,-58.059689,-114.78216,33.73,109,19,Thursday,No,No,2,19,46090.76,-22.75,0.37,Low,0.27,0
T00007533,C000245,M00036,2025-07-03 15:51:00,56570.45,INR,Debit Card,Refund,Travel,Desktop,iOS,Safari,Germany,26.984559,160.894831,420.36,416,15,Thursday,No,Yes,4,16,11243.61,74.74,0.81,Medium,0.36,0
T00007534,C000185,M00138,2025-11-14 14:06:00,33091.05,INR,Debit Card,Purchase,Healthcare,Mobile,macOS,Firefox,Germany,54.208659,-20.398175,397.6,185,14,Friday,No,No,3,11,13207.05,-53.82,0.2,High,0.11,0
T00007535,C000922,M00081,2026-04-28 18:29:00,59887.68,INR,UPI,Refund,Electronics,Mobile,Windows,Chrome,USA,71.955299,83.616768,341.31,284,18,Tuesday,No,Yes,1,24,33740.35,3.93,0.62,High,0.28,0
T00007536,C000085,M00185,2025-12-15 05:51:00,59145.83,INR,Credit Card,Transfer,Travel,Mobile,Windows,Firefox,Germany,70.973713,1.898431,54.5,356,5,Monday,No,Yes,4,29,21495.8,137.08,0.77,Medium,0.1,0
T00007537,C000791,M00080,2026-02-04 12:30:00,75896.73,INR,UPI,Refund,Grocery,Desktop,macOS,Edge,USA,5.895831,-83.771078,262.91,60,12,Wednesday,No,Yes,2,29,34815.5,-49.34,0.89,Low,0.16,0
T00007538,C000877,M00074,2026-01-01 18:44:00,85487.39,INR,Wallet,Transfer,Healthcare,Desktop,iOS,Edge,India,45.739894,141.143395,206.52,541,18,Thursday,No,No,1,8,1241.23,99.95,0.75,Low,0.18,0
T00007539,C000335,M00134,2025-06-24 12:37:00,75298.79,INR,UPI,Transfer,Healthcare,POS,macOS,Firefox,USA,9.865348,-177.958863,166.09,249,12,Tuesday,No,Yes,3,2,18053.62,-35.58,0.23,Medium,0.03,0
T00007540,C000210,M00103,2025-11-09 03:52:00,21865.99,INR,Credit Card,Transfer,Healthcare,POS,Android,Edge,Germany,37.390807,-78.434147,342.05,511,3,Sunday,Yes,Yes,1,6,14258.89,84.77,0.68,Low,0.04,0
T00007541,C000816,M00135,2025-04-30 23:00:00,39157.04,INR,UPI,Refund,Travel,Desktop,iOS,Edge,Canada,60.02379,143.621518,494.43,535,23,Wednesday,No,No,2,26,32007.72,61.64,0.52,Low,0.13,0
T00007542,C000805,M00128,2025-03-04 23:01:00,64866.47,INR,Credit Card,Refund,Travel,Desktop,macOS,Firefox,UK,-8.219289,26.527014,55.12,186,23,Tuesday,No,Yes,5,1,15790.08,139.65,0.6,Medium,0.03,0
T00007543,C000579,M00168,2025-02-23 19:34:00,12574.12,INR,Credit Card,Transfer,Healthcare,POS,iOS,Chrome,Germany,7.143387,-59.052969,290.62,135,19,Sunday,Yes,No,2,11,26808.02,92.3,0.21,Medium,0.31,0
T00007544,C000523,M00042,2025-09-30 15:23:00,71497.61,INR,Credit Card,Refund,Entertainment,POS,iOS,Firefox,India,-2.137037,117.270132,63.7,352,15,Tuesday,No,No,2,18,33818.32,1.19,0.19,High,0.34,0
T00007545,C000150,M00004,2025-01-18 07:29:00,98460.82,INR,Credit Card,Transfer,Healthcare,Mobile,iOS,Safari,Germany,72.313607,-99.795613,194.4,100,7,Saturday,Yes,No,4,2,15680.98,96.32,0.27,Low,0.16,0
T00007546,C000633,M00166,2025-08-06 00:36:00,71032.23,INR,Debit Card,Refund,Entertainment,POS,iOS,Firefox,India,-3.429136,-107.492862,455.49,130,0,Wednesday,No,Yes,0,25,33785.36,21.45,0.62,Medium,0.05,0
T00007547,C000922,M00025,2026-03-10 13:13:00,62626.84,INR,Debit Card,Refund,Entertainment,Mobile,Windows,Safari,USA,7.920625,65.183501,44.32,415,13,Tuesday,No,Yes,0,19,1077.18,-60.06,0.59,High,0.69,1
T00007548,C000482,M00012,2026-03-15 04:26:00,98533.94,INR,Wallet,Refund,Healthcare,Mobile,macOS,Edge,India,-14.392975,-20.254342,75.46,82,4,Sunday,Yes,No,4,5,39867.99,63.06,0.8,High,0.25,0
T00007549,C000810,M00193,2025-08-08 00:32:00,77292.21,INR,Credit Card,Purchase,Healthcare,POS,Android,Firefox,USA,-29.831215,-1.862467,62.18,401,0,Friday,No,Yes,2,8,22393.83,97.23,0.72,High,0.22,0
T00007550,C000560,M00087,2025-12-24 06:47:00,68639.44,INR,Wallet,Transfer,Grocery,POS,Android,Chrome,Germany,-44.144656,27.25946,441.96,55,6,Wednesday,No,No,3,24,15643.76,54.53,0.98,High,0.23,0
T00007551,C000958,M00138,2026-01-10 05:39:00,20585.18,INR,Credit Card,Purchase,Retail,Desktop,Android,Firefox,USA,-81.219895,-47.168068,423.28,32,5,Saturday,Yes,No,3,5,40242.38,136.77,0.79,Low,0.18,0
T00007552,C000477,M00180,2026-01-05 11:11:00,32102.33,INR,Wallet,Purchase,Healthcare,POS,Android,Chrome,USA,28.400201,-78.389992,273.77,468,11,Monday,No,No,5,27,16562.76,-70.14,0.55,Low,0.04,0
T00007553,C000542,M00024,2026-03-05 14:26:00,25357.47,INR,Wallet,Transfer,Retail,Desktop,Windows,Firefox,UK,-7.6854,-82.126581,478.35,485,14,Thursday,No,No,5,2,9275.82,33.34,0.25,High,0.11,0
T00007554,C000394,M00108,2025-12-10 03:02:00,4493.97,INR,UPI,Transfer,Entertainment,POS,Android,Firefox,Canada,19.360493,-34.672733,290.52,519,3,Wednesday,No,Yes,0,3,1007.41,-37.74,0.39,Low,0.34,0
T00007555,C000012,M00141,2025-02-14 13:05:00,59033.72,INR,UPI,Purchase,Food,POS,macOS,Safari,India,-74.029612,-74.022525,46.5,87,13,Friday,No,Yes,3,9,29351.81,83.3,0.42,Medium,0.08,0
T00007556,C000350,M00149,2025-11-11 23:09:00,45991.5,INR,Credit Card,Refund,Travel,Desktop,Android,Safari,USA,-19.061387,-17.026364,351.23,181,23,Tuesday,No,Yes,4,28,35384.9,14.93,0.85,Medium,0.21,0
T00007557,C000878,M00003,2025-05-23 20:41:00,14305.87,INR,Credit Card,Transfer,Grocery,Mobile,macOS,Safari,India,57.507696,169.786867,47.5,201,20,Friday,No,No,1,18,7470.8,66.08,0.46,Low,0.23,0
T00007558,C000320,M00167,2025-12-14 16:28:00,96566.53,INR,Wallet,Purchase,Entertainment,POS,iOS,Chrome,UK,-45.184078,-145.817013,190.97,393,16,Sunday,Yes,No,0,21,14624.09,46.6,0.94,Low,0.2,0
T00007559,C000853,M00141,2025-08-21 18:24:00,30141.36,INR,Debit Card,Transfer,Travel,Mobile,macOS,Firefox,USA,8.158146,91.032497,181.95,438,18,Thursday,No,Yes,0,8,48740.26,138.26,0.71,Low,0.35,0
T00007560,C000917,M00025,2025-01-30 04:26:00,33152.4,INR,UPI,Refund,Retail,Mobile,Android,Edge,India,-19.373299,125.671697,194.31,23,4,Thursday,No,No,1,5,30278.11,-63.58,0.08,High,0.21,0
T00007561,C000199,M00143,2025-07-24 01:47:00,22124.93,INR,Debit Card,Purchase,Grocery,Desktop,Windows,Edge,Germany,-38.709278,-149.90181,38.49,371,1,Thursday,No,No,5,9,40309.28,25.36,0.5,High,0.15,0
T00007562,C000596,M00128,2025-08-27 10:21:00,36336.25,INR,Debit Card,Transfer,Travel,Mobile,iOS,Chrome,USA,-65.009848,-8.144764,298.43,76,10,Wednesday,No,Yes,1,3,13759.11,75.78,0.91,High,0.06,0
