device_id,customer_id,device_type,manufacturer,operating_system,rooted,biometric_enabled,trusted_device
D001424,C000315,Desktop,Apple,macOS,Yes,Yes,Yes
D001425,C000465,POS,Dell,Windows,No,Yes,No
D001426,C000307,Desktop,Apple,macOS,Yes,Yes,Yes
D001427,C000621,Desktop,Dell,Windows,No,Yes,Yes
D001428,C000939,POS,Apple,iOS,Yes,No,Yes
D001429,C000085,POS,Dell,Windows,No,No,No
D001430,C000491,Desktop,Apple,macOS,Yes,Yes,Yes
D001431,C000941,Desktop,Apple,iOS,Yes,Yes,Yes
D001432,C000364,POS,Apple,iOS,No,Yes,No
D001433,C000791,Desktop,Apple,macOS,Yes,No,Yes
D001434,C000654,Mobile,Dell,Windows,Yes,No,No
D001435,C000898,POS,Dell,Windows,Yes,No,Yes
D001436,C000995,POS,Apple,iOS,No,No,No
D001437,C000386,Desktop,Samsung,Android,No,Yes,Yes
D001438,C000966,Mobile,Apple,iOS,Yes,No,Yes
D001439,C000750,Mobile,Samsung,Android,Yes,Yes,No
D001440,C000194,Desktop,Apple,macOS,Yes,Yes,No
D001441,C000106,POS,Apple,iOS,No,No,Yes
D001442,C000861,POS,Samsung,Android,Yes,Yes,Yes
D001443,C000159,Desktop,Dell,Windows,Yes,No,Yes
D001444,C000303,POS,Samsung,Android,No,Yes,Yes
D001445,C000086,Desktop,Apple,iOS,No,No,Yes
D001446,C000976,Mobile,Samsung,Android,No,Yes,Yes
D001447,C000061,Desktop,Apple,iOS,No,Yes,No
D001448,C000546,Mobile,Apple,macOS,Yes,Yes,No
D001449,C000629,POS,Dell,Windows,No,No,No
D001450,C000417,POS,Apple,macOS,No,Yes,No
D001451,C000908,Desktop,Dell,Windows,Yes,Yes,Yes
D001452,C000417,POS,Apple,iOS,No,No,Yes
D001453,C000427,Desktop,Samsung,Android,Yes,Yes,Yes
D001454,C000996,Mobile,Apple,macOS,No,No,Yes
D001455,C000061,POS,Samsung,Android,Yes,Yes,No
D001456,C000820,POS,Apple,iOS,Yes,No,Yes
D001457,C000845,POS,Apple,macOS,Yes,Yes,Yes
D001458,C000365,POS,Apple,macOS,No,Yes,No
D001459,C000978,Mobile,Apple,macOS,Yes,Yes,No
D001460,C000587,POS,Apple,macOS,Yes,Yes,Yes
D001461,C000583,Mobile,Dell,Windows,Yes,No,No
D001462,C000779,Mobile,Apple,iOS,No,Yes,Yes
D001463,C000150,Mobile,Apple,iOS,Yes,No,No
D001464,C000631,Desktop,Dell,Windows,Yes,No,Yes
D001465,C000962,Mobile,Apple,macOS,Yes,No,Yes
D001466,C000343,Mobile,Dell,Windows,Yes,No,Yes
D001467,C000936,POS,Apple,iOS,No,Yes,No
D001468,C000295,POS,Samsung,Android,Yes,Yes,Yes
D001469,C000014,Desktop,Dell,Windows,No,No,No
D001470,C000462,Desktop,Dell,Windows,No,Yes,Yes
D001471,C000892,Mobile,Dell,Windows,No,No,No
D001472,C000210,Mobile,Dell,Windows,Yes,No,No
D001473,C000442,Mobile,Dell,Windows,Yes,No,No
D001474,C000356,Desktop,Apple,macOS,Yes,Yes,Yes
D001475,C000675,Mobile,Apple,macOS,No,Yes,Yes
D001476,C000906,Mobile,Samsung,Android,Yes,Yes,No
D001477,C000945,Desktop,Samsung,Android,No,No,No
D001478,C000772,POS,Samsung,Android,Yes,Yes,Yes
D001479,C000338,Mobile,Apple,iOS,No,No,Yes
D001480,C000974,POS,Apple,iOS,No,No,Yes
D001481,C000266,Desktop,Samsung,Android,Yes,No,Yes
D001482,C000452,Mobile,Dell,Windows,Yes,No,Yes
D001483,C000486,Mobile,Apple,macOS,Yes,No,Yes
D001484,C000674,POS,Apple,iOS,No,No,Yes
D001485,C000886,POS,Dell,Windows,No,No,No
D001486,C000706,POS,Apple,macOS,Yes,Yes,No
D001487,C000894,Mobile,Apple,iOS,Yes,Yes,Yes
D001488,C000158,Mobile,Apple,iOS,No,Yes,Yes
D001489,C000920,POS,Apple,macOS,No,No,No
D001490,C000497,Desktop,Apple,macOS,No,Yes,No
D001491,C000332,POS,Dell,Windows,Yes,No,No
D001492,C000589,Desktop,Dell,Windows,No,No,Yes
D001493,C000237,Desktop,Samsung,Android,Yes,Yes,No
D001494,C000919,Desktop,Dell,Windows,No,Yes,No
D001495,C000551,POS,Dell,Windows,No,No,Yes
D001496,C000723,POS,Samsung,Android,No,No,Yes
D001497,C000455,Desktop,Apple,macOS,Yes,Yes,No
D001498,C000264,Desktop,Apple,macOS,Yes,No,No
D001499,C000807,Desktop,Dell,Windows,Yes,No,No
D001500,C000909,Mobile,Dell,Windows,No,No,No
